1512,,,,BD+23  739,30122,76737,,,,,,,,,4,39,40.1,N,23,26,39,4,45,42.5,N,23,37,41,176.62,-14.03,6.35,,,0.06,,-0.44,,,,  B5III,,0.007,-0.015,,,19,V?,,,,,,  *
1513,,,,BD-18  906,30127,149856,2352,,,,,,,,4,39,43,S,18,51,8,4,44,8,S,18,40,0,216.98,-36.2,5.53,,,0.02,,0.04,,,,  A3V,,0.051,-0.018,,,5,,,,,,,
1514,,,,BD+40 1045,30138,39746,,,,,,,,,4,39,50.3,N,40,7,51,4,46,44.4,N,40,18,46,163.73,-3.23,5.97,,,0.93,,,,,,  G9III,,-0.001,-0.029,,,34,,,,,,,
1515,,,,BD+55  928,30144,24834,,,,,,,,,4,39,54.8,N,55,25,27,4,48,7,N,55,36,9,152.18,6.81,6.26,R,,,,,,,,  F0,,0.075,-0.102,,,22,,53,,,,,  *
1516,,Lam,Pic,CD-50 1471,30185,233638,2351,,,,,,,,4,40,12.5,S,50,40,10,4,42,46.4,S,50,28,53,257.58,-40.79,5.31,,,0.98,,0.74,,,,  K0-1III,,-0.031,0.03,,0,5,,,,,,,
1517,,,,BD+18  719,30197,94112,,,,,,,,,4,40,26.3,N,18,33,14,4,46,16.8,N,18,44,6,180.71,-16.93,6.01,,,1.21,,1.32,,0.63,,  K4III,,0.072,-0.065,,,38,,,,,,,  *
1518,,,,CD-41 1549,30202,216961,,,,,,,,,4,40,26.9,S,41,15,3,4,43,44.2,S,41,3,53,245.12,-40.87,6.25,,,1.46,,1.78,,,,  K3-4III,,0.003,0.01,,,-4,,,,,,,
1519,,,,BD+11  646,30210,94111,2353,,,W,,,,,4,40,27.9,N,11,31,22,4,46,1.7,N,11,42,20,186.65,-21.16,5.37,,,0.19,,0.14,,0.08,,  A2m,,0.068,-0.006,,0.005,41,SB1?,47,,7.5,93.8,AC, 3*
1520,57,Mu,Eri,BD-03  876,30211,131468,176,,,,,,,,4,40,30,S,3,26,16,4,45,30.1,S,3,15,17,200.53,-29.34,4.02,,,-0.15,,-0.6,,-0.14,,  B5IV,,0.016,-0.013,,,9,SB1O,140,,,,,  *
1521,,,,BD-21  966,30238,169727,,I,,,,,,,4,40,46,S,21,28,0,4,45,4.2,S,21,17,1,220.15,-36.87,5.72,,,1.47,,,,,, gK2,,0.018,-0.025,,,22,V,,,,,,
1522,,,,BD-03  884,30321,131481,,,,,,,,,4,41,23.4,S,3,8,5,4,46,24.1,S,2,57,16,200.36,-28.99,6.33,,,0.04,,0.06,,,,  A2V,,0.012,-0.047,,,19,,,,,,,
1523,,,,BD+80  155,30338,783,3948,,,,,,,,4,41,37.3,N,81,1,41,5,0,20.7,N,81,11,38,131.38,22.78,5.07,,,1.28,,1.47,,,,  K3III,,-0.001,0.024,,0.02,-8,V?   <,17,,,,,
1524,,,,CD-34 1859,30397,195275,,,,,,,,,4,42,7.5,S,34,11,13,4,45,49.6,S,34,0,18,235.96,-39.75,6.86,,,0,,,,,,  A0V,,0.04,0.018,,,28,,,,,,,
1525,,,,CD-28 1735,30422,169752,1132,,,,,,,,4,42,26.1,S,28,16,6,4,46,25.8,S,28,5,15,228.51,-38.47,6.19,,,0.19,,,,,,  A3IV,,0.001,0.016,,,19,,157,,,,,
1526,,,,CD-39 1624,30432,195278,2355,,,,,,,,4,42,32.6,S,39,32,13,4,45,55.4,S,39,21,24,242.91,-40.35,6.05,,,1.07,,,,,,  K1III,,-0.059,-0.02,,,-6,,,,,,,
1527,,,,BD+63  543,30442,13291,2362,I,,W,,,,,4,42,43.4,N,63,20,5,4,52,5.2,N,63,30,19,146.25,12.16,5.44,,,1.57,,1.76,,,,  M3IIIab,,0.037,-0.096,,0.001,-36,V,,,4.5,115.4,,  *
1528,,,,BD+32  840,30453,57444,,,,S,,,,,4,42,50.8,N,32,24,46,4,49,19,N,32,35,18,170.03,-7.78,5.86,,,0.24,,0.14,,0.11,,  A8m,,0.018,-0.031,,,21,SB1O,15,,,,,  *
1529,,,,BD+31  816,30454,57441,2359,I,,,,,,,4,42,48.1,N,31,15,49,4,49,12.8,N,31,26,14,170.91,-8.52,5.58,,,1.12,,1.03,,,,  K2III,,0.017,-0.108,,,23,V,,,,,,
1530,,Kap,Dor,CP-59  376,30478,233664,2354,,,,,,,Var,4,42,50.5,S,59,54,58,4,44,21.1,S,59,43,58,269.44,-39.05,5.27,,,0.2,,,,,,  A8-9III-IV,,0.033,0.039,,0.024,0,V,177,,,,,
1531,,,,CP-77  181,30479,256116,2350,,,,,,,,4,42,53.7,S,77,50,41,4,38,21.7,S,77,39,22,290.58,-33.35,6.05,,,1.1,,0.95,,0.52,C,  K2III,,-0.01,-0.018,,,9,,,,,,,
1532,58,,Eri,BD-17  954,30495,149888,,,,,,,,,4,43,6.8,S,17,7,3,4,47,36.3,S,16,56,4,215.37,-34.81,5.51,,,0.63,,0.12,,0.34,,  G2.5V,,0.133,0.17,,0.079,23,V,,,,,,  *
1533,,,,BD+37  969,30504,57447,1133,I,,,,,,,4,43,10.6,N,37,18,42,4,49,54.6,N,37,29,18,166.3,-4.57,4.88,,,1.44,,1.7,,0.58,E,  K3.5IIIBa0.2:,,-0.038,0.04,,0.025,-23,V?   <,19,:,,,,  *
1534,,,,BD+03  681,30545,112098,,,,,,,,,4,43,29.5,N,3,24,45,4,48,44.6,N,3,35,18,194.39,-25.12,6.03,,,1.19,,1.15,,,,  K1III,,-0.001,-0.017,,,-19,,,,,,,
1535,,,,BD+48 1162,30557,39799,2361,,,,,,,,4,43,38,N,48,34,5,4,51,9.3,N,48,44,27,157.78,2.79,5.66,,,0.99,,0.8,,,,  G9III,,-0.04,-0.031,,,29,,,,,,,
1536,,,,BD-05 1044,30562,131504,,,,,,,,,4,43,39.7,S,5,50,37,4,48,36.3,S,5,40,26,203.39,-29.83,5.78,,,0.62,,0.2,,,,  F8V,,0.305,-0.243,,0.038,79,V,,,,,,  *
1537,96,,Tau,BD+15  687,30605,94151,,I,,,,346,4,,4,44,0.7,N,15,43,47,4,49,44.1,N,15,54,15,183.6,-17.97,6.08,,,1.6,,1.72,,,, gK3,,0.005,-0.01,,,13,V?,,,5.5,29.3,AB,3
1538,59,,Eri,BD-16  956,30606,149901,,,,,,,,,4,44,2.5,S,16,30,24,4,48,32.5,S,16,19,46,214.78,-34.37,5.77,,,0.55,,0.09,,,,  F6V,,0.004,0.036,,,35,,,,,,,
1539,,Zet,Cae,CD-30 2011,30608,195300,,,,,,,,,4,43,55.4,S,30,12,0,4,47,49.6,S,30,1,13,231.01,-38.6,6.37,,,1.07,,,,,,  K1IV,,0.039,0.094,,,6,V,,,,,,
1540,,,,CP-63  365,30610,249095,2356,,,,,,,1718,4,44,2.3,S,63,24,35,4,44,57.9,S,63,13,47,273.75,-38.12,6.46,,,1.08,,1,,,,  K0-1III,,-0.013,-0.005,,,16,,,,,,,
1541,,Mu,Men,CP-71  282,30612,256122,177,,,,,,,,4,44,3.6,S,71,6,52,4,43,3.9,S,70,55,52,282.97,-35.83,5.54,,,-0.12,,-0.46,,,,  B8II-IIISi:,,0.008,0.033,,,-1,V?,,,,,,
1542,9,Alp,Cam,BD+66  358,30614,13298,178,,,,,,,,4,44,6.3,N,66,10,23,4,54,3,N,66,20,34,144.07,14.04,4.29,,,0.03,,-0.88,,0,,  O9.5Ia,e,0,0.006,,-0.002,6,V?,95,,,,,  *
1543,1,Pi 3,Ori,BD+06  762,30652,112106,1134,I,,W,,,,1731,4,44,24.6,N,6,47,12,4,49,50.4,N,6,57,41,191.45,-23.07,3.19,,,0.45,,-0.01,,0.26,,  F6V,,0.466,0.012,,0.125,24,SB2,17,,5.5,94.6,,  *
1544,2,Pi 2,Ori,BD+08  777,30739,112124,,I,,,,,,,4,45,9.6,N,8,43,43,4,50,36.7,N,8,54,1,189.82,-21.83,4.36,,,0.01,,0,,0,,  A1Vn,,0.004,-0.032,,0.036,24,SB,212,,,,,  *
1545,,,,BD-14  970,30743,149916,2363,,,,,,,,4,45,7,S,13,56,18,4,49,42.2,S,13,46,11,212.07,-33.12,6.26,,,0.44,,-0.05,,,,  F5V,,-0.122,-0.172,,,-3,    =<,15,,,,,
1546,,,,BD+52  891,30752,24894,,,,,,,,,4,45,15.1,N,52,40,20,4,53,9.8,N,52,50,27,154.8,5.63,6.41,,,,,,,,,  A2V,,-0.008,-0.021,,,-13,,,,,,,
1547,97,,Tau,BD+18  743,30780,94164,1135,,,W,,,,V480 Tau,4,45,31.3,N,18,40,11,4,51,22.5,N,18,50,23,181.38,-15.91,5.1,,,0.21,,0.12,,0.12,,  A7IV-V,,0.08,-0.035,,0.022,37,V,141,,5.3,177,,  *
1548,,,,CD-44 1720,30788,217004,2360,,,,,,,,4,45,29.1,S,44,9,18,4,48,33.8,S,43,58,48,248.99,-40.07,6.72,,,0.95,,0.66,,,,  G8III,,0.018,0.022,,,19,,,,,,,
1549,60,,Eri,BD-16  964,30814,149924,,I,,,,,,1740,4,45,41.1,S,16,23,27,4,50,11.6,S,16,13,2,214.84,-33.96,5.03,,,0.98,,0.77,,,,  K0III,v,0.041,0.054,,0.023,37,,,,,,,
1550,,,,BD+42 1081,30823,39826,,,,,,,,,4,45,43.8,N,42,25,3,4,52,47.8,N,42,35,12,162.71,-0.9,5.71,,,0.11,,0.14,,,,  A3III,,-0.006,-0.001,,,-1,V,,,,,,
1551,2,,Aur,BD+36  952,30834,57475,,I,,,,,,,4,45,56.2,N,36,32,3,4,52,38,N,36,42,11,167.26,-4.65,4.78,,,1.41,,1.58,,0.78,,  K2.5IIIbBa0.4,,-0.027,-0.007,,,-17,     <,17,,,,,  *
1552,3,Pi 4,Ori,BD+05  745,30836,112142,179,,,,,,,1742,4,45,52.7,N,5,26,3,4,51,12.4,N,5,36,18,192.89,-23.52,3.69,,,-0.17,,-0.81,,-0.16,,  B2III+B2IV,,-0.001,0.001,,0.001,23,SBO,40,,,,,  *
1553,,,,BD+09  668,30870,112150,,,,,,,,,4,46,13.8,N,9,48,20,4,51,43.4,N,9,58,30,189.03,-21,6.11,,,0.08,,-0.44,,,,  B5V,,0.001,-0.008,,,11,,,,,,,  *
1554,,,,BD+27  701,30912,76802,2365,,,,,,,,4,46,32.2,N,27,43,49,4,52,47.1,N,27,53,51,174.2,-10.13,5.97,,,0.37,,0.16,,,,  F2IV,,0.041,-0.032,,,38,,135,,,,,  *
1555,5,,Cam,BD+55  941,30958,24904,2367,,,,,350,8,,4,46,52.4,N,55,5,39,4,55,3.1,N,55,15,33,153.07,7.36,5.52,,,0.04,,0,,,,  B9.5V,,-0.012,-0.01,,,2,V?,71,,6.4,12.9,,  *
1556,4,Omi1,Ori,BD+14  777,30959,94176,1136,I,,,,,,Omi1 Ori,4,46,52.4,N,14,5,3,4,52,32,N,14,15,2,185.43,-18.39,4.74,,,1.84,,2.03,,1.17,E,  S3.5/1-,,0,-0.057,,0.004,-8,V,,,,,,  *
1557,,,,CD-41 1593,30985,217032,,,,W,,,,,4,47,1,S,41,29,36,4,50,16.2,S,41,19,15,245.54,-39.66,6.07,,,0.37,,,,,,  F2-3V,,0.006,0.065,,,25,,,,4.6,13.4,,  *
1558,,,,BD+43 1116,31069,39851,,,,,,,,,4,47,40.4,N,43,53,52,4,54,51.3,N,44,3,39,161.81,0.32,6.08,,,-0.02,,-0.09,,,,  A0V,,0.027,-0.053,,,3,V,121,,,,,
1559,,,,CD-35 1962,31093,195357,2364,,,W,,,,,4,47,49.8,S,35,4,26,4,51,28.2,S,34,54,23,237.34,-38.74,5.86,,,0.08,,0.09,,,,  A1Vn,,0.026,-0.022,,,23,SB,,,0.4,0.1,,
1560,61,Ome,Eri,BD-05 1068,31109,131568,2366,,,,,,,,4,47,58.8,S,5,37,11,4,52,53.7,S,5,27,10,203.75,-28.78,4.39,,,0.25,,0.16,,0.17,,  F4III+A6III,,-0.023,0.021,,0.013,-6,SBO,153,,,,,  *
1561,,,,BD+52  898,31134,24919,,,,,,,,,4,48,11.4,N,52,42,25,4,56,7.1,N,52,52,10,155.05,6,5.75,,,0.11,,0.1,,,,  A2V s,,-0.003,0.008,,,-22,SB,40,,,,,
1562,5,,Ori,BD+02  800,31139,112179,,I,,,,,,1755,4,48,9.8,N,2,20,35,4,53,22.8,N,2,30,29,196.08,-24.71,5.33,,,1.64,,1.95,,0.91,E,  M1III,,0.034,-0.019,,0.01,13,,,,,,,
1563,,Iot,Pic,CP-53  760,31203,233709,,,,W,,,,,4,48,41.3,S,53,37,54,4,50,55.2,S,53,27,41,261.28,-39.22,5.61,,,0.33,,,,,,  F0IV,,-0.091,0.083,,,16,V,57,,0.8,12.3,,  *
1564,,Iot,Pic,CP-53  760,31204,233710,,,,W,,,,,4,48,42.5,S,53,37,47,4,50,56.3,S,53,27,35,261.27,-39.22,6.42,,,,,,,,,  F4V:,,-0.092,0.081,,,10,V,,,0.8,12.3,,  *
1565,,,,BD+01  847,31209,112191,,,,,,,,,4,48,45.1,N,1,24,19,4,53,55.8,N,1,34,10,197.04,-25.08,6.61,,,0.04,,0.01,,,,  A1Vn,,0.009,-0.003,,,21,,139,,,,,
1566,,,,BD+19  811,31236,94199,,,,,,,,,4,49,5.5,N,19,19,25,4,54,58.3,N,19,29,7,181.36,-14.84,6.37,,,0.29,,0.06,,0.16,,  F3IV,,0.06,-0.038,,,35,V?,102,,,,,  *
1567,8,Pi 5,Ori,BD+02  810,31237,112197,180,,,,,,,Pi5 Ori,4,49,2.5,N,2,16,37,4,54,15.1,N,2,26,26,196.27,-24.56,3.72,,,-0.18,,-0.83,,-0.2,,  B3III+B0V,,0,0,,0.003,23,SBO,93,,,,,  *
1568,7,,Cam,BD+53  829,31278,24929,,,,,,353,6,,4,49,16,N,53,35,32,4,57,17.2,N,53,45,8,154.47,6.68,4.47,,,-0.02,,-0.01,,-0.01,,  A1V,,-0.024,0.007,,0,-8,SB1O,45,,3.4,0.4,AB, 3*
1569,6,,Ori,BD+11  675,31283,94197,2368,,,S,,,,,4,49,14,N,11,15,46,4,54,46.9,N,11,25,34,188.21,-19.56,5.19,,,0.12,,0.11,,,,  A3V,,-0.009,0.032,,,9,V,127,,,,,
1570,7,Pi 1,Ori,BD+09  683,31295,94201,,,,W,,,,,4,49,23.4,N,9,59,31,4,54,53.8,N,10,9,3,189.34,-20.25,4.65,,,0.09,,0.09,,0.03,,  A0Vp,,0.046,-0.132,,,13,V,104,,4.2,171.6,AB, 3*
1571,,,,BD+07  755,31296,112203,2369,I,,,,,,1763,4,49,23.3,N,7,37,2,4,54,47.8,N,7,46,45,191.44,-21.59,5.33,,,1.22,,1.18,,,, gK1,,-0.021,-0.027,,,-5,,,,,,,
1572,,,,BD+74  229,31312,5385,,I,,,,,,,4,49,38.5,N,74,6,53,5,2,20.1,N,74,16,9,137.71,19.17,6.06,,,1.57,,1.83,,,,  K5III,,0.021,0.034,,,-52,V?,,,,,,
1573,,,,BD+35  930,31327,57511,,,,,,,,,4,49,39.4,N,36,0,29,4,56,19.9,N,36,10,8,168.14,-4.4,6.07,,,0.41,,-0.43,,,,  B2Ib,,-0.017,0.013,,,-5,V?  =<,32,,,,,  *
1574,,,,BD+00  893,31331,112206,,,,,,,,,4,49,42.5,N,0,18,19,4,54,50.7,N,0,28,3,198.22,-25.45,5.99,,,-0.12,,-0.56,,,,  B5V,,0,0.003,,,17,SB,200,,,,,
1575,,,,BD+24  709,31362,76848,,,,,,,,,4,50,10,N,24,25,57,4,56,15.6,N,24,35,32,177.35,-11.54,6.37,,,0.33,,-0.08,,,,  F0,,-0.026,-0.017,,,-9,V?,60,,,,,
1576,,,,BD+14  787,31373,94212,,,,,,,,,4,50,8.6,N,14,52,49,4,55,50.3,N,15,2,24,185.24,-17.28,5.81,,,-0.08,,-0.45,,,,  B9V,,0.018,-0.021,,,7,V,90,,,,,
1577,3,Iot,Aur,BD+32  855,31398,57522,181,I,,,,,,1778,4,50,28.7,N,33,0,28,4,56,59.6,N,33,9,58,170.59,-6.16,2.69,,,1.53,,1.78,,0.82,,  K3II,,0.003,-0.018,,0.021,18,V    <,17,,,,,  *
1578,,,,BD+05  769,31411,112220,,,,,,,,,4,50,39.2,N,5,14,23,4,55,58.4,N,5,23,57,193.77,-22.63,6.5,,,0.02,,-0.01,,,,  A0V,,-0.004,-0.009,,,22,,118,,,,,
1579,,,,BD-16  991,31414,149985,,,,,,,,,4,50,38.1,S,16,54,5,4,55,6.8,S,16,44,26,215.95,-33.06,5.7,,,0.96,,,,,, gG9,,0.008,0.001,,,10,,,,,,,
1580,9,Omi2,Ori,BD+13  740,31421,94218,,I,,,,354,0,,4,50,44.8,N,13,21,24,4,56,22.3,N,13,30,52,186.63,-18.05,4.07,,,1.15,,1.11,,0.63,,  K2-IIIFe-1,,-0.074,-0.047,,0.019,1,     <,17,,7.5,100.4,AC, 3*
1581,,,,BD-16  992,31444,149988,2370,,,,,,,R Eri,4,50,49.1,S,16,34,46,4,55,18.6,S,16,25,4,215.61,-32.9,5.72,,,0.88,,,,,, gG4,,0.01,0.045,,,32,V,,,,,,  *
1582,62,,Eri,BD-05 1091,31512,131614,,,,W,,,,,4,51,28.6,S,5,19,46,4,56,24.2,S,5,10,17,203.93,-27.88,5.51,,,-0.13,,-0.56,,,,  B6V,,-0.008,-0.007,,,24,,104,,3.6,67.3,,
1583,,,,CD-25 2115,31517,169889,,,,,,,,,4,51,24.6,S,25,53,16,4,55,30.2,S,25,43,40,226.3,-35.91,6.72,,,0.27,,,,,,  F0-2III,,0.018,0.028,,,25,,,,,,,
1584,,,,CD-39 1691,31529,195400,2371,,,,,,,,4,51,33.8,S,39,47,21,4,54,54.8,S,39,37,43,243.46,-38.65,6.1,,,1.42,,,,,,  K3III,,-0.003,0.022,,,29,,,,,,,
1585,,,,BD+16  672,31539,94227,,I,,D,,,,,4,51,35.7,N,16,59,49,4,57,22.3,N,17,9,13,183.67,-15.75,5.48,,,1.31,,,,,, gK1,,-0.013,-0.007,,,25,V,,,0,0.1,,  *
1586,99,,Tau,BD+23  777,31553,76858,,,,,,355,7,,4,51,44.5,N,23,47,33,4,57,48.7,N,23,56,55,178.09,-11.64,5.79,,,1.11,,,,,, gG8,,0.008,-0.007,,,4,,,,6.4,103.5,AC,3
1587,,,,BD+73  264,31563,5403,,I,,,,,,,4,51,45,N,73,36,56,5,4,13,N,73,45,50,138.24,19,6.66,R,,,,,,,,  K0,,0.021,-0.016,,,22,,,,,,,
1588,8,,Cam,BD+52  906,31579,24943,,I,,,,,,,4,51,48.2,N,53,0,6,4,59,46.3,N,53,9,20,155.17,6.61,6.08,,,1.46,,,,,,  K4III,,-0.014,-0.009,,,-2,,,,,,,
1589,,,,BD+73  265,31590,5407,,,,W,,,,,4,52,3.1,N,73,55,10,5,4,39.8,N,74,4,1,137.98,19.19,5.96,R,,,,,,,,  A1V,,0.013,-0.016,D,0.01,-9,V,93,,1,0.6,,  *
1590,98,,Tau,BD+24  717,31592,76862,2374,,,,,354,7,,4,52,2.1,N,24,53,46,4,58,9.4,N,25,3,1,177.24,-10.92,5.81,,,0,,-0.02,,,,  A0V,,0.022,-0.048,,,26,SB,50,,5.8,94.6,AC, 4*
1591,,,,BD-01  762,31623,131625,2373,,,,,,,,4,52,12.6,S,1,13,23,4,57,17.2,S,1,4,2,200.03,-25.7,6.23,,,0.42,,0.06,,,,  F2,,-0.037,-0.028,,,9,,67,,,,,
1592,4,Ome,Aur,BD+37 1005,31647,57548,,,,,,357,2,,4,52,28,N,37,44,21,4,59,15.4,N,37,53,25,167.15,-2.88,4.94,,,0.04,,0.02,,0.03,,  A1V,,0.04,-0.101,,0.005,5,V,83,,2.8,5.1,,  *
1593,,,,BD+60  853,31662,13341,,,,,,359,0,,4,52,36.3,N,60,55,55,5,1,35.9,N,61,4,41,148.91,11.58,6.03,,,0.41,,,,,,  F4V,,0.008,-0.175,,,11,,34,,5.5,5.4,,  *
1594,,,,BD+66  370,31675,13344,,,,,,,,,4,52,42.2,N,66,40,59,5,2,50.4,N,66,49,22,144.19,15.03,6.19,,,0.48,,-0.04,,,, dF6,,0.066,-0.345,,0.034,17,V?,,,,,,  *
1595,,,,BD-14 1003,31726,150029,,,,,,,,,4,53,10.1,S,14,23,11,4,57,44.8,S,14,13,53,213.5,-31.51,6.15,,,-0.21,,,,,,  B1V,,0.01,0.011,,,11,,,,,,,
1596,,,,BD-02 1080,31739,131640,,,,,,357,0,,4,53,8.6,S,2,22,2,4,58,10.8,S,2,12,45,201.26,-26.07,6.35,,,0.1,,0.11,,,,  A2V,,-0.003,0.025,,,37,,,,5.5,21,,
1597,,,,CP-58  437,31746,233733,,,,,,,,,4,53,14.5,S,58,42,27,4,54,53,S,58,32,50,267.62,-37.96,6.12,,,0.44,,-0.06,,,,  F3V,,0.101,0.077,,,22,,,,,,,
1598,,,,CP-66  338,31754,249138,2372,,,,,,,1777,4,53,21.2,S,66,50,7,4,53,30.5,S,66,40,32,277.61,-36.31,6.41,,,1.63,,1.96,,,,  M0-1III,,0,0.01,,,-24,V,,,,,,  *
1599,5,,Aur,BD+39 1133,31761,57559,,,,,,358,9,,4,53,25.7,N,39,14,36,5,0,18.3,N,39,23,41,166.09,-1.79,5.95,,,0.41,,-0.03,,,,  F5V,,-0.017,0.004,,0.021,6,,,,3.4,3.7,,  *
1600,,,,BD+14  796,31764,94240,,,,,,357,9A,1788,4,53,18.8,N,14,23,25,4,58,59.4,N,14,32,34,186.12,-16.94,6.09,,,0.04,,-0.27,,0.01,,  B7V,,0.006,-0.017,,,4,,125,,1.5,39.3,AB, 4*
1601,10,Pi 6,Ori,BD+01  872,31767,112281,,I,,,,,,1786,4,53,21.8,N,1,33,38,4,58,32.9,N,1,42,51,197.56,-24.02,4.47,,,1.4,,1.55,,0.7,,  K2-II,,-0.002,-0.003,,0.018,14,V?   <,17,,,,,
1602,6,,Aur,BD+39 1134,31780,57560,,I,,,,,,,4,53,29.5,N,39,30,13,5,0,23.2,N,39,39,18,165.9,-1.61,6.58,R,,,,,,,,  K4I,,0.002,0.006,,,-24,V,,,,,,
1603,10,Bet,Cam,BD+60  856,31910,13351,182,I,,,,361,5A,,4,54,31.1,N,60,17,46,5,3,25.1,N,60,26,32,149.57,11.38,4.03,,,0.92,,0.63,,0.45,,  G1Ib-IIa,,-0.006,-0.016,,0.009,-2,,19,,3.4,80.8,AB, 3*
1604,,,,BD-16 1013,31925,150052,,,,,,358,8,1793,4,54,32.9,S,16,31,53,4,59,1.3,S,16,22,33,215.97,-32.06,5.66,,,0.43,,-0.08,,,,  F3V+F9V,,-0.141,0.148,,0.028,30,V?,,,1.5,0.2,AB, 3*
1605,7,Eps,Aur,BD+43 1166,31964,39955,183,I,,,,360,5,Eps Aur,4,54,47.4,N,43,40,32,5,1,58.1,N,43,49,24,162.79,1.18,2.99,,,0.54,,0.33,,0.45,,  F0Iae+B,v,-0.001,-0.004,,0.007,-3,SB1O,29,,6.2,207.6,AE, 6*
1606,,,,CP-72  332,31975,256139,,,,,,,,,4,54,45.5,S,72,34,25,4,53,5.5,S,72,24,27,284.32,-34.57,6.28,,,0.52,,0.01,,,,  F6V,,-0.052,0.276,,,25,,,,,,,
1607,,,,BD-15  915,31996,150058,,I,,,,,,R Lep,4,55,3.2,S,14,57,24,4,59,36.5,S,14,48,21,214.32,-31.33,7.71,,,5.74,,,,1.47,,  C6IIe,,0.021,0.02,,,32,V,,,,,,  *
1608,63,,Eri,BD-10 1066,32008,150060,2375,,,,,,,,4,55,6.4,S,10,24,35,4,59,50.4,S,10,15,48,209.55,-29.41,5.38,,,0.8,,0.35,,,,  G4V,,0.02,-0.135,,,-12,V,,,,,,
1609,,,,BD+03  736,32039,112304,,,,,,359,7B,1800,4,55,17.1,N,3,27,59,5,0,32.6,N,3,36,55,196.07,-22.61,7.03,,,,,,,,,  B9Vn,,0.025,0.001,,,31,,340,,0.4,21.3,,  *
1610,,,,BD+03  737,32040,112305,,,,,,359,7A,1800,4,55,18.5,N,3,28,3,5,0,33.9,N,3,36,58,196.07,-22.6,6.66,,,-0.07,,-0.28,,,,  B9Vn,,0.007,-0.012,,,42,,352,,0.4,21.3,,  *
1611,64,,Eri,BD-12 1047,32045,150064,,,,,,,,S Eri,4,55,16.9,S,12,41,5,4,59,55.8,S,12,32,15,211.94,-30.34,4.79,,,0.26,,0.16,,0.14,,  F0IV,,0.045,-0.091,,0.022,-9,V?,173,,,,,  *
1612,8,Zet,Aur,BD+40 1142,32068,39966,1137,I,,,,,,Zet Aur,4,55,29.1,N,40,55,48,5,2,28.7,N,41,4,33,165.02,-0.43,3.75,,,1.22,,0.38,,0.87,,  K4II+B8V,,0.009,-0.022,,0.005,13,SBO,19,:,,,,  *
1613,,,,BD-02 1095,32115,131684,,,,,,,,,4,55,37.3,S,2,12,52,5,0,39.8,S,2,3,56,201.45,-25.45,6.32,,,0.28,,0.04,,,,  A8IV,,-0.019,0.008,,,21,V,,,,,,
1614,,,,BD-05 1123,32147,131688,,,,,,,,,4,55,51.1,S,5,52,16,5,0,49,S,5,45,12,205.07,-27.18,6.22,,,1.06,,1.02,,0.49,,  K3V,,0.551,-1.094,,0.11,27,SB,,,,,,
1615,,,,BD+41 1044,32188,39979,,,,,,,,1810,4,56,17.6,N,41,17,50,5,3,18.6,N,41,26,30,164.82,-0.08,6.14,,,0.16,,,,,,  A2IIIShell?,,0.002,-0.004,,,-1,V?,,,,,,  *
1616,,,,BD+85   74,32196,843,1637,,,,,,,,4,56,17.8,N,85,49,46,5,31,48,N,85,56,19,127.17,25.68,6.51,,,0.32,,0.1,,,,  A5m,,0.013,-0.079,,,-6,SB,,,,,,  *
1617,65,Psi,Eri,BD-07  948,32249,131700,,,,,,,,,4,56,35.4,S,7,19,14,5,1,26.3,S,7,10,26,206.59,-27.69,4.81,,,-0.19,,-0.74,,-0.19,,  B3V,,0.003,0.008,,,25,V?,74,,,,,
1618,,,,BD+00  923,32263,112334,2376,,,,,,,1806,4,56,41.5,N,0,34,37,5,1,50.3,N,0,43,20,198.95,-23.81,5.92,,,1.27,,1.39,,,,  K0,,0.001,-0.012,,,21,,,,,,,
1619,,,,BD+01  886,32273,112340,,,,,,362,3A,,4,56,49.2,N,1,27,47,5,2,0,N,1,36,32,198.14,-23.33,6.24,,,-0.04,,-0.41,,,,  B8V,,-0.009,0.012,D,0.013,25,V,53,,1.3,14.2,AxBC, 4*
1620,102,Iot,Tau,BD+21  751,32301,76920,184,,,D,,,,,4,57,7,N,21,26,50,5,3,5.7,N,21,35,24,180.77,-12.06,4.64,,,0.16,,0.15,,0.09,,  A7V,,0.066,-0.042,,0.019,41,,126,,0,0.1,,  *
1621,,,,BD-20  990,32309,169981,,,,,,,,,4,57,5.2,S,20,11,51,5,1,25.6,S,20,3,7,220.27,-32.85,4.91,,,-0.05,,-0.14,,-0.05,,  B9.5Vn,,0.034,-0.015,,,24,,237,:,,,,  *
1622,11,,Cam,BD+58  804,32343,25001,,,,W,,,,BV Cam,4,57,26.7,N,58,49,58,5,6,8.5,N,58,58,21,150.99,10.8,5.08,,,-0.08,,-0.69,,,,  B2.5Ve,,-0.005,-0.008,,,-11,V?,131,,1,180.5,AB, 4*
1623,12,,Cam,BD+58  805,32357,25003,,,,W,,,,BM Cam,4,57,29.9,N,58,52,56,5,6,12.2,N,59,1,16,150.95,10.83,6.08,,,1.12,,0.85,?,,,  K0III,,-0.001,-0.031,,,-8,SBO =<,25,,1,180.5,AB, 4*
1624,,,,BD+60  857,32356,13369,,I,,,,,,,4,57,27.4,N,61,1,57,5,6,29.7,N,61,10,12,149.19,12.11,6.04,,,1.37,,,,,,  K5II,,0.036,-0.075,,,-40,,,,,,,
